Date,Open,High,Low,Close,Adj Close,Volume
2018-03-01,44.6349983215332,44.94499969482422,43.165000915527344,43.75,41.53929138183594,195208000
2018-03-02,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,41.82650375366211,153816000
2018-03-05,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,41.971309661865234,113605600
2018-03-06,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,41.93569564819336,95154000
2018-03-07,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,41.54642105102539,126814000
2018-03-08,43.869998931884766,44.279998779296875,43.76750183105469,44.23500061035156,41.99979019165039,95096400
2018-03-09,44.4900016784668,45.0,44.34749984741211,44.994998931884766,42.72138214111328,128740800
2018-03-12,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,43.13440704345703,128828400
2018-03-13,45.647499084472656,45.875,44.810001373291016,44.99250030517578,42.71900177001953,126774000
2018-03-14,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,42.35582733154297,117473600
2018-03-15,44.625,45.060001373291016,44.51750183105469,44.662498474121094,42.405677795410156,90975200
2018-03-16,44.662498474121094,44.779998779296875,44.404998779296875,44.505001068115234,42.25613784790039,157618800
2018-03-19,44.33000183105469,44.36750030517578,43.415000915527344,43.82500076293945,41.610504150390625,133787200
2018-03-20,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,41.59627151489258,78597600
2018-03-21,43.7599983215332,43.772499084472656,42.814998626708984,42.817501068115234,40.65391540527344,148219600
2018-03-22,42.5,43.16999816894531,42.150001525878906,42.212501525878906,40.079490661621094,165963200
2018-03-23,42.09749984741211,42.47999954223633,41.23500061035156,41.23500061035156,39.151390075683594,164115200
2018-03-26,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,41.00996398925781,150164800
2018-03-27,43.41999816894531,43.787498474121094,41.72999954223633,42.084999084472656,39.95841979980469,163690400
2018-03-28,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,39.51692199707031,166674000
2018-03-29,41.95249938964844,42.9375,41.724998474121094,41.94499969482422,39.82550048828125,153594000
